city_name,latitude,longitude,forecast_date,temperature_max,temperature_min,precipitation,precipitation_probability,wind_speed,wind_gusts,weather_code
El Kelaa des Srarhna,32.05,-7.4,2026-09-21,36.8,22.4,0.0,7,14.5,24.8,2
El Kelaa des Srarhna,32.05,-7.4,2026-09-22,36.3,22.3,0.0,3,15.8,27.0,2
El Kelaa des Srarhna,32.05,-7.4,2026-09-23,35.8,19.6,0.0,0,13.4,28.4,1
El Kelaa des Srarhna,32.05,-7.4,2026-09-24,35.4,17.9,0.0,0,15.0,31.0,0
Moulay Abdallah,33.1978,-8.5883,2026-09-18,25.0,19.4,0.0,0,20.2,32.4,2
Moulay Abdallah,33.1978,-8.5883,2026-09-19,26.9,20.5,0.0,0,17.7,27.0,2
Moulay Abdallah,33.1978,-8.5883,2026-09-20,27.8,20.3,0.0,0,12.5,20.5,45
Moulay Abdallah,33.1978,-8.5883,2026-09-21,27.8,20.9,0.0,0,13.7,23.0,45
Moulay Abdallah,33.1978,-8.5883,2026-09-22,26.7,20.7,0.0,0,12.5,19.1,45
Moulay Abdallah,33.1978,-8.5883,2026-09-23,27.4,19.5,0.0,0,14.0,28.8,45
Moulay Abdallah,33.1978,-8.5883,2026-09-24,26.7,19.6,0.0,0,10.9,28.8,45
Tiflet,33.9,-6.33,2026-09-18,29.5,15.5,0.0,0,17.5,36.0,3
Tiflet,33.9,-6.33,2026-09-19,34.9,18.5,0.0,0,16.3,35.6,2
Tiflet,33.9,-6.33,2026-09-20,36.0,21.4,0.0,0,17.4,36.0,1
Tiflet,33.9,-6.33,2026-09-21,36.0,21.0,0.0,0,15.7,34.9,0
Tiflet,33.9,-6.33,2026-09-22,34.1,19.7,0.0,0,14.3,30.2,0
Tiflet,33.9,-6.33,2026-09-23,34.8,21.0,0.0,0,15.6,36.4,1
Tiflet,33.9,-6.33,2026-09-24,34.2,18.8,0.0,0,15.5,34.9,0
Oulad Teïma,30.4,-9.21,2026-09-18,28.9,18.3,0.0,0,23.3,43.2,2
Oulad Teïma,30.4,-9.21,2026-09-19,29.4,19.2,0.0,0,25.3,50.0,2
Oulad Teïma,30.4,-9.21,2026-09-20,31.2,19.3,0.0,0,23.8,44.3,45
Oulad Teïma,30.4,-9.21,2026-09-21,39.7,21.0,0.0,0,19.5,37.1,3
Oulad Teïma,30.4,-9.21,2026-09-22,38.4,20.5,0.0,0,30.1,56.5,0
Oulad Teïma,30.4,-9.21,2026-09-23,35.6,19.9,0.0,0,27.1,47.9,1
Oulad Teïma,30.4,-9.21,2026-09-24,32.3,16.3,0.0,0,27.0,45.4,45
Berkane,34.9167,-2.3167,2026-09-18,26.3,18.4,0.0,3,17.9,37.8,45
Berkane,34.9167,-2.3167,2026-09-19,26.8,20.2,0.0,13,21.7,44.3,45
Berkane,34.9167,-2.3167,2026-09-20,27.1,21.1,0.0,14,17.9,39.2,45
Berkane,34.9167,-2.3167,2026-09-21,26.4,19.3,0.0,10,18.9,38.5,45
Berkane,34.9167,-2.3167,2026-09-22,27.1,17.5,0.0,0,15.1,34.9,1
Berkane,34.9167,-2.3167,2026-09-23,28.1,18.8,0.0,0,11.7,23.4,1
Berkane,34.9167,-2.3167,2026-09-24,29.6,17.6,0.0,0,10.8,22.0,1
Ain El Aouda,33.8111,-6.7922,2026-09-18,27.6,14.9,0.0,0,17.5,35.3,3
Ain El Aouda,33.8111,-6.7922,2026-09-19,33.0,16.1,0.0,0,17.7,35.3,1
Ain El Aouda,33.8111,-6.7922,2026-09-20,33.7,18.7,0.0,0,15.8,32.0,1
Ain El Aouda,33.8111,-6.7922,2026-09-21,34.1,19.6,0.0,0,17.6,34.9,1
Ain El Aouda,33.8111,-6.7922,2026-09-22,33.2,19.2,0.0,0,15.0,30.2,0
Ain El Aouda,33.8111,-6.7922,2026-09-23,33.3,17.3,0.0,0,17.4,32.4,1
Ain El Aouda,33.8111,-6.7922,2026-09-24,32.2,17.5,0.0,0,14.7,30.6,1
Errachidia,31.9319,-4.4244,2026-09-18,31.1,18.7,4.0,30,29.1,60.8,80
Errachidia,31.9319,-4.4244,2026-09-19,29.2,19.0,1.4,43,13.8,31.0,80
Errachidia,31.9319,-4.4244,2026-09-20,29.6,18.7,0.0,15,10.3,22.0,3
Errachidia,31.9319,-4.4244,2026-09-21,31.3,19.4,0.3,24,9.6,21.6,3
Errachidia,31.9319,-4.4244,2026-09-22,29.4,19.9,0.0,17,10.3,22.3,3
Errachidia,31.9319,-4.4244,2026-09-23,30.0,19.3,0.0,9,12.2,21.6,2
Errachidia,31.9319,-4.4244,2026-09-24,31.2,19.4,0.0,10,13.3,24.5,2
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-18,34.0,16.4,0.0,0,14.0,26.3,3
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-19,37.9,19.9,0.0,8,13.3,26.6,2
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-20,38.3,22.2,0.6,8,19.1,36.0,80
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-21,37.5,21.0,0.0,3,16.5,29.9,3
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-22,36.7,21.0,0.0,0,14.2,28.4,2
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-23,37.6,17.8,0.0,0,8.9,18.7,0
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-24,37.5,15.9,0.0,0,7.3,24.1,1
Ad Darwa,33.4167,-7.5333,2026-09-18,27.1,16.7,0.0,0,17.0,33.8,3
Ad Darwa,33.4167,-7.5333,2026-09-19,30.6,18.1,0.0,0,16.5,32.0,45
Ad Darwa,33.4167,-7.5333,2026-09-20,34.5,19.8,0.0,0,16.1,32.0,2
Ad Darwa,33.4167,-7.5333,2026-09-21,33.6,21.0,0.0,0,16.1,32.8,1
Ad Darwa,33.4167,-7.5333,2026-09-22,33.2,19.8,0.0,0,14.7,29.2,45
Ad Darwa,33.4167,-7.5333,2026-09-23,33.1,17.8,0.0,0,18.9,35.3,45
Ad Darwa,33.4167,-7.5333,2026-09-24,32.8,18.6,0.0,0,17.2,38.5,45
Martil,35.61,-5.27,2026-09-18,25.0,19.1,0.0,3,19.4,42.1,80
Martil,35.61,-5.27,2026-09-19,24.8,22.2,1.6,23,27.0,62.3,3
Martil,35.61,-5.27,2026-09-20,24.8,22.8,4.1,48,23.9,53.3,80
Martil,35.61,-5.27,2026-09-21,25.7,22.2,0.0,5,22.5,52.2,2
Martil,35.61,-5.27,2026-09-22,25.1,21.6,0.0,0,17.3,39.6,2
Martil,35.61,-5.27,2026-09-23,25.0,20.8,0.0,0,14.2,24.5,3
Martil,35.61,-5.27,2026-09-24,25.3,19.9,0.0,0,12.1,21.6,45
Sidi Slimane,34.26,-5.93,2026-09-18,32.4,16.3,0.0,0,17.4,37.4,45
Sidi Slimane,34.26,-5.93,2026-09-19,37.3,19.4,0.0,0,18.6,40.0,1
Sidi Slimane,34.26,-5.93,2026-09-20,38.3,24.0,0.0,0,15.0,33.1,0
Sidi Slimane,34.26,-5.93,2026-09-21,37.6,23.0,0.0,0,15.0,30.2,0
Sidi Slimane,34.26,-5.93,2026-09-22,36.4,21.7,0.0,0,13.7,24.8,0
Sidi Slimane,34.26,-5.93,2026-09-23,37.0,18.5,0.0,0,14.8,36.0,1
Sidi Slimane,34.26,-5.93,2026-09-24,37.1,17.2,0.0,0,14.3,37.8,0
Oued Zem,32.8619,-6.5711,2026-09-18,31.1,15.3,0.0,0,18.2,37.8,3
Oued Zem,32.8619,-6.5711,2026-09-19,34.5,19.5,0.0,3,21.7,40.7,3
Oued Zem,32.8619,-6.5711,2026-09-20,34.3,22.7,0.2,5,18.8,41.8,3
Oued Zem,32.8619,-6.5711,2026-09-21,34.3,21.4,0.0,5,16.8,37.8,2
Oued Zem,32.8619,-6.5711,2026-09-22,33.8,20.9,0.0,1,14.0,31.7,3
Oued Zem,32.8619,-6.5711,2026-09-23,34.0,18.7,0.0,0,16.3,36.0,2
Oued Zem,32.8619,-6.5711,2026-09-24,34.1,18.6,0.0,3,13.4,37.1,0
Sefrou,33.83,-4.83,2026-09-18,28.1,16.4,0.0,0,16.6,36.4,3
Sefrou,33.83,-4.83,2026-09-19,31.4,19.3,0.2,23,17.7,40.7,3
Sefrou,33.83,-4.83,2026-09-20,31.7,20.2,0.0,0,17.3,38.9,1
Sefrou,33.83,-4.83,2026-09-21,30.6,20.3,0.0,0,16.0,37.8,3
Sefrou,33.83,-4.83,2026-09-22,30.0,19.2,0.0,0,15.8,34.2,3
Sefrou,33.83,-4.83,2026-09-23,31.8,18.4,0.0,0,11.7,25.9,1
Sefrou,33.83,-4.83,2026-09-24,32.6,16.9,0.0,0,14.8,28.4,0
Taroudannt,30.4711,-8.8778,2026-09-18,30.2,18.2,0.0,0,20.5,41.8,2
Taroudannt,30.4711,-8.8778,2026-09-19,31.5,19.3,0.0,0,23.8,49.0,3
Taroudannt,30.4711,-8.8778,2026-09-20,35.7,20.6,0.0,3,23.2,47.2,2
Taroudannt,30.4711,-8.8778,2026-09-21,40.3,22.3,0.0,0,25.5,55.8,3
Taroudannt,30.4711,-8.8778,2026-09-22,38.7,22.1,0.0,0,31.1,64.8,1
Taroudannt,30.4711,-8.8778,2026-09-23,38.5,20.2,0.0,0,26.3,49.0,0
Taroudannt,30.4711,-8.8778,2026-09-24,37.7,17.6,0.0,0,23.4,44.6,0
Essaouira,31.513,-9.7687,2026-09-18,23.6,18.7,0.0,0,29.0,54.4,0
Essaouira,31.513,-9.7687,2026-09-19,24.4,18.9,0.0,0,21.6,40.7,2
Essaouira,31.513,-9.7687,2026-09-20,24.9,19.3,0.0,0,11.4,22.7,45
Essaouira,31.513,-9.7687,2026-09-21,25.2,19.1,0.0,0,8.7,19.1,45
Essaouira,31.513,-9.7687,2026-09-22,23.3,17.8,0.0,0,10.7,23.0,45
Essaouira,31.513,-9.7687,2026-09-23,27.4,17.6,0.0,0,11.6,25.9,45
Essaouira,31.513,-9.7687,2026-09-24,27.2,17.8,0.0,0,10.5,24.5,45
Azrou,33.4344,-5.2213,2026-09-18,26.4,13.5,0.0,0,16.1,35.3,3
Azrou,33.4344,-5.2213,2026-09-19,28.7,18.3,0.4,35,17.4,39.2,3
Azrou,33.4344,-5.2213,2026-09-20,28.6,17.8,0.2,3,17.1,44.3,3
Azrou,33.4344,-5.2213,2026-09-21,28.1,16.6,0.0,0,18.7,41.4,3
Azrou,33.4344,-5.2213,2026-09-22,27.1,14.7,0.0,0,15.7,40.0,3
Azrou,33.4344,-5.2213,2026-09-23,28.0,17.5,0.0,0,12.0,36.4,1
Azrou,33.4344,-5.2213,2026-09-24,29.2,18.3,0.0,0,13.4,38.2,0
Guercif,34.23,-3.36,2026-09-18,30.3,18.3,0.0,0,28.6,53.3,3
Guercif,34.23,-3.36,2026-09-19,30.5,20.8,0.0,28,26.3,51.1,3
Guercif,34.23,-3.36,2026-09-20,31.7,21.5,0.0,3,30.8,59.4,3
Guercif,34.23,-3.36,2026-09-21,29.4,20.6,0.0,0,27.3,50.8,3
Guercif,34.23,-3.36,2026-09-22,31.3,17.7,0.0,0,23.8,45.0,1
Guercif,34.23,-3.36,2026-09-23,32.9,18.2,0.0,0,25.2,43.6,2
Guercif,34.23,-3.36,2026-09-24,34.6,18.2,0.0,0,22.9,41.4,0
Warzat,30.9167,-6.9167,2026-09-18,31.6,16.6,0.0,3,13.7,24.1,3
Warzat,30.9167,-6.9167,2026-09-19,31.4,19.6,0.0,18,26.6,49.0,3
Warzat,30.9167,-6.9167,2026-09-20,31.3,19.3,0.1,25,18.1,67.3,3
Warzat,30.9167,-6.9167,2026-09-21,31.1,19.5,1.3,5,16.2,37.4,80
Warzat,30.9167,-6.9167,2026-09-22,32.7,17.4,0.0,1,27.1,54.0,1
Warzat,30.9167,-6.9167,2026-09-23,32.3,15.7,0.0,3,6.3,27.0,2
Warzat,30.9167,-6.9167,2026-09-24,33.0,17.3,0.3,3,11.3,16.9,80
Fnidq,35.8414,-5.3587,2026-09-18,24.5,19.0,0.5,3,17.4,34.2,80
Fnidq,35.8414,-5.3587,2026-09-19,24.6,21.3,0.5,23,25.7,48.6,3
Fnidq,35.8414,-5.3587,2026-09-20,24.5,21.9,1.6,48,22.9,44.3,80
Fnidq,35.8414,-5.3587,2026-09-21,25.0,21.6,0.1,5,19.2,37.1,2
Fnidq,35.8414,-5.3587,2026-09-22,25.0,20.8,0.0,0,17.8,35.3,2
Fnidq,35.8414,-5.3587,2026-09-23,25.0,20.4,0.0,0,14.2,24.5,3
Fnidq,35.8414,-5.3587,2026-09-24,25.3,19.9,0.0,0,12.1,21.6,45
Tan-Tan,28.4333,-11.1,2026-09-18,25.7,19.7,0.0,0,26.9,49.3,2
Tan-Tan,28.4333,-11.1,2026-09-19,26.7,19.2,0.0,0,20.2,38.9,3
Tan-Tan,28.4333,-11.1,2026-09-20,32.1,18.0,0.0,0,18.6,36.7,3
Tan-Tan,28.4333,-11.1,2026-09-21,34.2,19.0,0.0,0,26.5,47.2,0
Tan-Tan,28.4333,-11.1,2026-09-22,34.3,18.9,0.0,0,17.5,40.3,2
Tan-Tan,28.4333,-11.1,2026-09-23,37.0,20.9,0.0,2,23.4,43.2,2
Tan-Tan,28.4333,-11.1,2026-09-24,37.2,21.4,0.0,0,18.8,45.4,2
Sidi Qacem,34.21,-5.7,2026-09-18,32.2,17.1,0.0,0,14.0,32.4,3
Sidi Qacem,34.21,-5.7,2026-09-19,36.7,21.3,0.0,0,18.7,40.0,1
Sidi Qacem,34.21,-5.7,2026-09-20,37.7,25.4,0.0,0,15.6,33.1,1
Sidi Qacem,34.21,-5.7,2026-09-21,36.9,23.9,0.0,0,11.5,26.3,0
Sidi Qacem,34.21,-5.7,2026-09-22,35.9,22.7,0.0,0,8.3,19.1,0
Sidi Qacem,34.21,-5.7,2026-09-23,36.5,20.2,0.0,0,10.0,28.1,1
Sidi Qacem,34.21,-5.7,2026-09-24,36.9,20.2,0.0,0,13.5,40.7,0
M’diq,35.68,-5.32,2026-09-18,24.8,19.0,0.0,0,19.4,42.1,80
M’diq,35.68,-5.32,2026-09-19,24.7,22.0,1.6,3,27.0,62.3,3
M’diq,35.68,-5.32,2026-09-20,24.6,22.6,4.1,5,23.9,53.3,80
M’diq,35.68,-5.32,2026-09-21,25.6,22.0,0.0,0,22.5,52.2,2
M’diq,35.68,-5.32,2026-09-22,25.0,21.5,0.0,0,17.3,39.6,2
M’diq,35.68,-5.32,2026-09-23,27.7,21.1,0.0,0,17.2,44.3,2
M’diq,35.68,-5.32,2026-09-24,28.6,19.6,0.0,0,13.6,38.9,45
Youssoufia,32.25,-8.53,2026-09-18,30.0,16.5,0.0,0,17.1,36.0,1
Youssoufia,32.25,-8.53,2026-09-19,34.0,17.3,0.0,0,15.9,33.5,2
Youssoufia,32.25,-8.53,2026-09-20,35.1,21.4,0.0,0,17.9,37.8,2
Youssoufia,32.25,-8.53,2026-09-21,37.3,22.1,0.0,0,16.6,38.9,2
Youssoufia,32.25,-8.53,2026-09-22,36.4,19.8,0.0,0,16.6,41.0,0
Youssoufia,32.25,-8.53,2026-09-23,34.8,18.2,0.0,0,18.4,40.3,45
Youssoufia,32.25,-8.53,2026-09-24,33.0,19.0,0.0,0,15.2,37.1,45
Midalt,32.68,-4.74,2026-09-18,27.6,12.9,0.0,8,25.3,43.6,3
Midalt,32.68,-4.74,2026-09-19,27.0,13.6,1.8,48,25.5,46.8,80
Midalt,32.68,-4.74,2026-09-20,28.4,14.9,0.1,20,19.5,53.6,3
Midalt,32.68,-4.74,2026-09-21,28.6,14.3,0.0,3,21.4,39.6,3
Midalt,32.68,-4.74,2026-09-22,27.0,14.1,0.0,3,19.6,39.6,3
Midalt,32.68,-4.74,2026-09-23,28.0,13.3,0.0,0,13.4,19.4,3
Midalt,32.68,-4.74,2026-09-24,29.6,13.3,0.0,0,8.4,16.6,2
Aïn Harrouda,33.6372,-7.4483,2026-09-18,25.3,17.1,0.0,0,14.0,37.1,3
Aïn Harrouda,33.6372,-7.4483,2026-09-19,27.7,17.9,0.0,0,12.1,32.8,45
Aïn Harrouda,33.6372,-7.4483,2026-09-20,30.6,19.9,0.0,0,11.6,32.0,2
Aïn Harrouda,33.6372,-7.4483,2026-09-21,29.8,20.7,0.0,0,11.3,33.1,2
Aïn Harrouda,33.6372,-7.4483,2026-09-22,29.8,20.2,0.0,0,11.3,30.6,45
Aïn Harrouda,33.6372,-7.4483,2026-09-23,28.0,19.4,0.0,0,13.4,30.6,45
Aïn Harrouda,33.6372,-7.4483,2026-09-24,29.0,18.8,0.0,0,11.8,31.3,45
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-18,33.9,17.7,0.0,0,12.0,20.9,3
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-19,38.0,20.6,0.0,8,13.9,24.8,2
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-20,38.4,22.8,0.5,8,19.0,36.0,80
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-21,37.5,22.0,0.0,3,11.9,31.3,3
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-22,37.0,23.1,0.0,0,14.9,26.3,2
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-23,37.9,19.4,0.0,0,10.9,23.0,0
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-24,37.7,17.2,0.0,0,6.9,19.4,1
Mehdya,34.2557,-6.6745,2026-09-18,26.3,15.6,0.0,0,16.0,35.6,45
Mehdya,34.2557,-6.6745,2026-09-19,34.2,17.8,0.0,0,18.4,41.4,1
Mehdya,34.2557,-6.6745,2026-09-20,33.3,20.8,0.0,0,13.0,30.2,1
Mehdya,34.2557,-6.6745,2026-09-21,34.3,20.6,0.0,0,14.2,32.4,0
Mehdya,34.2557,-6.6745,2026-09-22,29.9,19.1,0.0,0,12.1,28.1,1
Mehdya,34.2557,-6.6745,2026-09-23,30.1,19.1,0.0,0,13.7,28.8,1
Mehdya,34.2557,-6.6745,2026-09-24,28.8,18.2,0.0,0,10.6,28.8,1
Ouezzane,34.8,-5.6,2026-09-18,30.8,14.1,0.0,0,15.1,29.5,3
Ouezzane,34.8,-5.6,2026-09-19,35.4,17.5,0.0,0,18.6,38.9,1
Ouezzane,34.8,-5.6,2026-09-20,36.2,20.8,0.0,0,13.8,28.4,2
Ouezzane,34.8,-5.6,2026-09-21,35.3,20.6,0.0,0,13.0,23.4,0
Ouezzane,34.8,-5.6,2026-09-22,34.6,18.0,0.0,0,9.2,19.1,0
Ouezzane,34.8,-5.6,2026-09-23,36.1,18.8,0.0,0,15.3,28.1,1
Ouezzane,34.8,-5.6,2026-09-24,36.6,18.2,0.0,0,15.3,32.4,0
Semara,26.7394,-11.6703,2026-09-18,30.7,19.8,0.0,0,25.1,43.9,3
Semara,26.7394,-11.6703,2026-09-19,32.0,18.4,0.0,0,20.5,33.1,3
Semara,26.7394,-11.6703,2026-09-20,37.4,18.8,0.0,0,19.6,33.1,1
Semara,26.7394,-11.6703,2026-09-21,41.3,23.9,0.0,10,23.0,40.3,1
Semara,26.7394,-11.6703,2026-09-22,41.7,24.6,0.0,4,28.8,50.8,2
Semara,26.7394,-11.6703,2026-09-23,41.6,26.8,0.0,8,26.3,47.9,1
Semara,26.7394,-11.6703,2026-09-24,40.9,26.6,0.0,2,19.7,44.6,3
Ait Ourir,31.5644,-7.6628,2026-09-18,30.1,16.6,0.0,0,9.6,19.8,3
Ait Ourir,31.5644,-7.6628,2026-09-19,35.0,19.6,0.6,30,11.2,22.0,80
Ait Ourir,31.5644,-7.6628,2026-09-20,35.6,22.1,0.3,38,12.9,25.6,80
Ait Ourir,31.5644,-7.6628,2026-09-21,35.4,22.3,0.0,6,16.1,31.3,2
Ait Ourir,31.5644,-7.6628,2026-09-22,34.9,22.6,0.0,3,17.3,32.0,1
Ait Ourir,31.5644,-7.6628,2026-09-23,35.0,18.8,0.0,0,9.9,23.8,0
Ait Ourir,31.5644,-7.6628,2026-09-24,34.5,18.4,0.0,3,8.3,24.8,1
Oulad Tayeb,33.9598,-4.9954,2026-09-18,31.1,17.3,0.0,0,13.7,26.6,3
Oulad Tayeb,33.9598,-4.9954,2026-09-19,33.5,19.6,0.0,5,22.2,41.4,2
Oulad Tayeb,33.9598,-4.9954,2026-09-20,34.9,20.9,0.0,0,15.2,29.5,1
Oulad Tayeb,33.9598,-4.9954,2026-09-21,34.0,20.7,0.0,0,15.9,31.0,3
Oulad Tayeb,33.9598,-4.9954,2026-09-22,33.3,19.6,0.0,0,11.4,22.7,3
Oulad Tayeb,33.9598,-4.9954,2026-09-23,34.2,19.6,0.0,0,7.3,22.3,0
Oulad Tayeb,33.9598,-4.9954,2026-09-24,35.1,20.8,0.0,0,10.0,24.5,0
Tit Mellil,33.5533,-7.4822,2026-09-18,25.1,17.4,0.0,0,14.6,37.8,3
Tit Mellil,33.5533,-7.4822,2026-09-19,27.7,18.0,0.0,0,12.8,34.9,45
Tit Mellil,33.5533,-7.4822,2026-09-20,31.4,19.8,0.0,0,12.6,33.8,2
Tit Mellil,33.5533,-7.4822,2026-09-21,30.6,20.7,0.0,0,12.0,35.3,1
Tit Mellil,33.5533,-7.4822,2026-09-22,30.4,20.1,0.0,0,11.7,32.0,45
Tit Mellil,33.5533,-7.4822,2026-09-23,28.7,18.8,0.0,0,12.6,32.8,45
Tit Mellil,33.5533,-7.4822,2026-09-24,28.7,19.0,0.0,0,11.0,33.5,45
Sidi Bennour,32.655,-8.4292,2026-09-18,29.4,16.1,0.0,0,20.8,36.4,45
Sidi Bennour,32.655,-8.4292,2026-09-19,33.7,17.2,0.0,0,19.4,33.8,3
Sidi Bennour,32.655,-8.4292,2026-09-20,34.9,18.9,0.0,0,18.2,31.7,2
Sidi Bennour,32.655,-8.4292,2026-09-21,36.2,19.8,0.0,0,16.7,31.0,2
Sidi Bennour,32.655,-8.4292,2026-09-22,36.2,17.8,0.0,0,16.4,31.3,45
Sidi Bennour,32.655,-8.4292,2026-09-23,34.3,18.3,0.0,0,17.3,34.9,45
Sidi Bennour,32.655,-8.4292,2026-09-24,32.4,16.9,0.0,0,15.8,37.4,45
Temsia,30.3633,-9.4144,2026-09-18,26.9,19.0,0.0,0,19.2,41.8,3
Temsia,30.3633,-9.4144,2026-09-19,27.1,19.7,0.0,0,22.1,47.9,2
Temsia,30.3633,-9.4144,2026-09-20,28.3,19.6,0.0,0,18.1,40.3,45
Temsia,30.3633,-9.4144,2026-09-21,37.3,21.4,0.0,0,15.6,33.8,3
Temsia,30.3633,-9.4144,2026-09-22,36.3,21.5,0.0,0,21.4,47.5,0
Temsia,30.3633,-9.4144,2026-09-23,36.1,20.4,0.0,0,27.1,47.9,1
Temsia,30.3633,-9.4144,2026-09-24,32.8,16.8,0.0,0,27.0,45.4,45
Biougra,30.2144,-9.3708,2026-09-18,27.3,19.1,0.0,0,25.5,42.1,2
Biougra,30.2144,-9.3708,2026-09-19,27.8,19.5,0.0,0,22.8,38.2,2
Biougra,30.2144,-9.3708,2026-09-20,28.9,19.9,0.0,0,18.7,31.3,2
Biougra,30.2144,-9.3708,2026-09-21,37.3,21.9,0.0,0,19.6,32.4,3
Biougra,30.2144,-9.3708,2026-09-22,37.5,22.6,0.0,0,20.6,40.0,0
Biougra,30.2144,-9.3708,2026-09-23,32.6,19.6,0.0,0,23.2,39.6,1
Biougra,30.2144,-9.3708,2026-09-24,30.3,16.8,0.0,0,23.1,38.9,45
Al Hoceïma,35.2472,-3.9322,2026-09-18,26.9,18.9,0.0,0,21.9,38.9,3
Al Hoceïma,35.2472,-3.9322,2026-09-19,27.7,20.4,0.0,0,27.8,52.2,3
Al Hoceïma,35.2472,-3.9322,2026-09-20,28.0,23.5,0.0,13,25.5,46.4,3
Al Hoceïma,35.2472,-3.9322,2026-09-21,28.1,21.4,0.0,0,23.1,42.8,2
Al Hoceïma,35.2472,-3.9322,2026-09-22,28.1,17.8,0.0,0,15.3,31.7,1
Al Hoceïma,35.2472,-3.9322,2026-09-23,26.8,19.7,0.0,0,9.5,18.0,2
Al Hoceïma,35.2472,-3.9322,2026-09-24,27.1,18.1,0.0,0,8.1,16.6,1
Qasbat Tadla,32.6,-6.26,2026-09-18,33.9,17.0,0.0,0,17.0,32.0,3
Qasbat Tadla,32.6,-6.26,2026-09-19,37.1,20.6,0.0,5,13.3,28.1,2
Qasbat Tadla,32.6,-6.26,2026-09-20,37.9,22.1,0.0,3,16.6,36.4,3
Qasbat Tadla,32.6,-6.26,2026-09-21,36.5,20.9,0.3,5,13.8,29.2,2
Qasbat Tadla,32.6,-6.26,2026-09-22,36.1,20.8,0.0,1,12.8,24.8,3
Qasbat Tadla,32.6,-6.26,2026-09-23,36.9,17.2,0.0,0,6.9,15.1,1
Qasbat Tadla,32.6,-6.26,2026-09-24,37.3,14.5,0.0,0,7.4,22.3,0
Aziylal,31.96,-6.56,2026-09-18,26.7,16.0,0.0,3,16.0,33.8,3
Aziylal,31.96,-6.56,2026-09-19,28.6,18.9,0.1,35,17.8,39.2,3
Aziylal,31.96,-6.56,2026-09-20,28.9,19.7,0.4,33,18.3,40.3,3
Aziylal,31.96,-6.56,2026-09-21,28.2,18.9,0.3,8,18.7,36.7,2
Aziylal,31.96,-6.56,2026-09-22,28.1,18.0,0.0,1,20.1,43.2,2
Aziylal,31.96,-6.56,2026-09-23,29.1,16.9,0.0,3,16.5,36.0,1
Aziylal,31.96,-6.56,2026-09-24,29.5,17.1,0.0,3,16.0,37.1,0
Boujad,32.7741,-6.3925,2026-09-18,32.3,16.3,0.0,0,19.2,36.7,3
Boujad,32.7741,-6.3925,2026-09-19,35.4,21.3,0.0,0,24.9,43.2,3
Boujad,32.7741,-6.3925,2026-09-20,35.7,21.7,0.0,3,21.3,38.5,3
Boujad,32.7741,-6.3925,2026-09-21,34.6,20.7,0.0,3,15.5,28.1,3
Boujad,32.7741,-6.3925,2026-09-22,34.2,20.7,0.0,0,14.3,28.4,3
Boujad,32.7741,-6.3925,2026-09-23,34.6,19.3,0.0,0,13.7,36.4,1
Boujad,32.7741,-6.3925,2026-09-24,34.9,19.1,0.0,3,11.3,37.8,0
Al Aaroui,35.0104,-3.0073,2026-09-18,26.6,18.4,0.0,0,25.5,45.0,3
Al Aaroui,35.0104,-3.0073,2026-09-19,25.9,21.0,0.0,5,29.3,52.9,45
Al Aaroui,35.0104,-3.0073,2026-09-20,26.8,21.7,0.2,10,29.6,52.2,3
Al Aaroui,35.0104,-3.0073,2026-09-21,26.8,20.6,0.0,3,24.0,45.7,45
Al Aaroui,35.0104,-3.0073,2026-09-22,27.0,18.3,0.0,0,22.7,40.0,45
Al Aaroui,35.0104,-3.0073,2026-09-23,30.4,18.0,0.0,0,14.1,31.7,45
Al Aaroui,35.0104,-3.0073,2026-09-24,32.0,14.3,0.0,0,13.2,31.0,1
Mrirt,33.1654,-5.5634,2026-09-18,30.3,14.5,0.0,0,20.0,40.3,3
Mrirt,33.1654,-5.5634,2026-09-19,33.0,17.2,0.1,20,17.6,37.8,2
Mrirt,33.1654,-5.5634,2026-09-20,31.9,18.9,0.0,5,24.0,54.0,3
Mrirt,33.1654,-5.5634,2026-09-21,32.1,17.5,0.0,3,23.2,48.2,2
Mrirt,33.1654,-5.5634,2026-09-22,31.5,16.4,0.0,0,15.9,38.5,3
Mrirt,33.1654,-5.5634,2026-09-23,31.8,15.9,0.0,0,16.6,36.4,0
Mrirt,33.1654,-5.5634,2026-09-24,33.1,14.6,0.0,0,16.9,38.2,0
Tineghir,31.5147,-5.5328,2026-09-18,30.3,18.1,0.0,43,23.3,37.4,3
Tineghir,31.5147,-5.5328,2026-09-19,27.7,18.1,0.7,45,16.5,29.2,61
